session_id,step_id,interface_option,task_type,task_completion_time_sec,total_interactions,selected_accommodation,total_navigations,total_filters,total_resets,total_hovers,total_scrolls
aed5130a-5254-40ef-9130-ef62a8c984d7,benchmark-goal,benchmark,goal,28.653,1,"{'id': '77', 'versionBenchmark': {'name': 'Elegant Inn', 'location': {'lat': 39.47135, 'lng': -0.365537}, 'images': ['/images/midrange_hotel/room/room2.jpg', '/images/midrange_hotel/bathroom/bathroom8.jpg', '/images/midrange_hotel/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Hotel', 'location': {'lat': 39.46501, 'lng': -0.385217}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom4.jpg', '/images/midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionMultiAxisCarousel': {'name': 'Civic Commons', 'location': {'lat': 39.477801, 'lng': -0.380227}, 'images': ['/images/midrange_hotel/room/room2.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'price': 28.26, 'rating': 4.83, 'distance': 0.94, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', '24h reception', 'Swimming pool', 'Gym', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Bar', 'Family-friendly', 'Private room']}",1,0,0,3,0
aed5130a-5254-40ef-9130-ef62a8c984d7,multi-exploratory,multi,exploratory,27.439,4,"{'id': '87', 'versionBenchmark': {'name': 'Royal Retreat', 'location': {'lat': 39.463646, 'lng': -0.363529}, 'images': ['/images/luxury_hotel/room/room2.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception5.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Palatial Resort', 'location': {'lat': 39.468266, 'lng': -0.391259}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom8.jpg', '/images/luxury_hotel/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Grand Retreat', 'location': {'lat': 39.459046, 'lng': -0.381967}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom10.jpg', '/images/luxury_hotel/reception/reception3.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'price': 75.71, 'rating': 2.57, 'distance': 1.3, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",2,3,0,51,2
aed5130a-5254-40ef-9130-ef62a8c984d7,multi-goal,multi,goal,18.557,3,"{'id': '8', 'versionBenchmark': {'name': 'Bright Inn', 'location': {'lat': 39.47146, 'lng': -0.380619}, 'images': ['/images/budget_hotel/room/room1.jpg', '/images/budget_hotel/bathroom/bathroom6.jpg', '/images/budget_hotel/reception/reception5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Affordable Stay', 'location': {'lat': 39.472123, 'lng': -0.372495}, 'images': ['/images/budget_hotel/room/room7.jpg', '/images/budget_hotel/bathroom/bathroom2.jpg', '/images/budget_hotel/reception/reception9.jpg']}, 'versionMultiAxisCarousel': {'name': 'Simple Hotel', 'location': {'lat': 39.47311, 'lng': -0.373945}, 'images': ['/images/budget_hotel/room/room1.jpg', '/images/budget_hotel/bathroom/bathroom5.jpg', '/images/budget_hotel/reception/reception7.jpg']}, 'price': 86.98, 'rating': 4.7, 'distance': 0.41, 'type': 'Budget Hotel', 'features': ['Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Private bathroom', 'Non-smoking rooms', 'Shared bathroom', 'Tea/coffee maker', 'Private room', '24h reception', 'Parking']}",2,3,0,24,1
aed5130a-5254-40ef-9130-ef62a8c984d7,single-exploratory,single,exploratory,20.552,1,"{'id': '92', 'versionBenchmark': {'name': 'Country Guesthouse', 'location': {'lat': 39.45371, 'lng': -0.369146}, 'images': ['/images/guesthouse_bnb/room/room9.jpg', '/images/guesthouse_bnb/bathroom/bathroom10.jpg', '/images/guesthouse_bnb/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Country Lodge', 'location': {'lat': 39.453157, 'lng': -0.380871}, 'images': ['/images/guesthouse_bnb/room/room10.jpg', '/images/guesthouse_bnb/bathroom/bathroom7.jpg', '/images/guesthouse_bnb/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg']}, 'versionMultiAxisCarousel': {'name': 'Rustic Retreat', 'location': {'lat': 39.475116, 'lng': -0.35527}, 'images': ['/images/guesthouse_bnb/room/room8.jpg', '/images/guesthouse_bnb/bathroom/bathroom3.jpg', '/images/guesthouse_bnb/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg']}, 'price': 192.47, 'rating': 3.26, 'distance': 1.9, 'type': 'Guesthouse / Bed & Breakfast (B&B)', 'features': ['Private bathroom', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', '24h reception', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Shared kitchen', 'Family-friendly', 'Private room']}",1,4,0,4,0
aed5130a-5254-40ef-9130-ef62a8c984d7,single-goal,single,goal,23.852,1,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,0,0,7,0
af333a5b-e51b-441e-8191-c300e5ccf9f6,benchmark-exploratory,benchmark,exploratory,92.641,1,"{'id': '155', 'versionBenchmark': {'name': 'Balance Place', 'location': {'lat': 39.46189, 'lng': -0.371244}, 'images': ['/images/midrange_hotel/room/room7.jpg', '/images/midrange_hotel/bathroom/bathroom9.jpg', '/images/midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Urban Place', 'location': {'lat': 39.463481, 'lng': -0.368314}, 'images': ['/images/midrange_hotel/room/room3.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool5.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Balance Place', 'location': {'lat': 39.474629, 'lng': -0.386054}, 'images': ['/images/midrange_hotel/room/room3.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception9.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'price': 104.75, 'rating': 4.36, 'distance': 0.99, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'Swimming pool', '24h reception', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Family-friendly', 'Private room']}",1,0,0,6,0
af333a5b-e51b-441e-8191-c300e5ccf9f6,benchmark-goal,benchmark,goal,69.504,1,"{'id': '77', 'versionBenchmark': {'name': 'Elegant Inn', 'location': {'lat': 39.47135, 'lng': -0.365537}, 'images': ['/images/midrange_hotel/room/room2.jpg', '/images/midrange_hotel/bathroom/bathroom8.jpg', '/images/midrange_hotel/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Hotel', 'location': {'lat': 39.46501, 'lng': -0.385217}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom4.jpg', '/images/midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionMultiAxisCarousel': {'name': 'Civic Commons', 'location': {'lat': 39.477801, 'lng': -0.380227}, 'images': ['/images/midrange_hotel/room/room2.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'price': 28.26, 'rating': 4.83, 'distance': 0.94, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', '24h reception', 'Swimming pool', 'Gym', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Bar', 'Family-friendly', 'Private room']}",1,2,0,7,0
af333a5b-e51b-441e-8191-c300e5ccf9f6,multi-exploratory,multi,exploratory,94.593,9,"{'id': '155', 'versionBenchmark': {'name': 'Balance Place', 'location': {'lat': 39.46189, 'lng': -0.371244}, 'images': ['/images/midrange_hotel/room/room7.jpg', '/images/midrange_hotel/bathroom/bathroom9.jpg', '/images/midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Urban Place', 'location': {'lat': 39.463481, 'lng': -0.368314}, 'images': ['/images/midrange_hotel/room/room3.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool5.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Balance Place', 'location': {'lat': 39.474629, 'lng': -0.386054}, 'images': ['/images/midrange_hotel/room/room3.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception9.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'price': 104.75, 'rating': 4.36, 'distance': 0.99, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'Swimming pool', '24h reception', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Family-friendly', 'Private room']}",2,6,0,81,7
af333a5b-e51b-441e-8191-c300e5ccf9f6,multi-goal,multi,goal,46.224,3,"{'id': '18', 'versionBenchmark': {'name': 'Stylish Hotel', 'location': {'lat': 39.458536, 'lng': -0.362545}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Hotel', 'location': {'lat': 39.479259, 'lng': -0.392375}, 'images': ['/images/midrange_hotel/room/room8.jpg', '/images/midrange_hotel/bathroom/bathroom6.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Modern Hotel', 'location': {'lat': 39.454586, 'lng': -0.372586}, 'images': ['/images/midrange_hotel/room/room6.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'price': 15.94, 'rating': 4.76, 'distance': 1.73, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', 'Swimming pool', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Bar', 'Family-friendly', 'Private room']}",2,2,0,65,1
af333a5b-e51b-441e-8191-c300e5ccf9f6,single-exploratory,single,exploratory,136.091,18,"{'id': '18', 'versionBenchmark': {'name': 'Stylish Hotel', 'location': {'lat': 39.458536, 'lng': -0.362545}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Hotel', 'location': {'lat': 39.479259, 'lng': -0.392375}, 'images': ['/images/midrange_hotel/room/room8.jpg', '/images/midrange_hotel/bathroom/bathroom6.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Modern Hotel', 'location': {'lat': 39.454586, 'lng': -0.372586}, 'images': ['/images/midrange_hotel/room/room6.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'price': 15.94, 'rating': 4.76, 'distance': 1.73, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', 'Swimming pool', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Bar', 'Family-friendly', 'Private room']}",4,17,7,24,14
af333a5b-e51b-441e-8191-c300e5ccf9f6,single-goal,single,goal,54.46,5,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,1,0,11,4
afde493d-4d56-4f34-9266-9f461e76b6ab,benchmark-exploratory,benchmark,exploratory,110.995,1,"{'id': '135', 'versionBenchmark': {'name': 'Royal Estate', 'location': {'lat': 39.424074, 'lng': -0.383931}, 'images': ['/images/luxury_hotel/room/room2.jpg', '/images/luxury_hotel/bathroom/bathroom2.jpg', '/images/luxury_hotel/reception/reception8.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Serene Estate', 'location': {'lat': 39.446639, 'lng': -0.324797}, 'images': ['/images/luxury_hotel/room/room3.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Luxury Hotel', 'location': {'lat': 39.446094, 'lng': -0.427386}, 'images': ['/images/luxury_hotel/room/room5.jpg', '/images/luxury_hotel/bathroom/bathroom3.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym5.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'price': 22.68, 'rating': 4.75, 'distance': 5.13, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",1,0,0,4,0
afde493d-4d56-4f34-9266-9f461e76b6ab,benchmark-goal,benchmark,goal,188.88,6,"{'id': '228', 'versionBenchmark': {'name': 'Majestic Collection', 'location': {'lat': 39.464115, 'lng': -0.380801}, 'images': ['/images/luxury_hotel/room/room1.jpg', '/images/luxury_hotel/bathroom/bathroom6.jpg', '/images/luxury_hotel/reception/reception10.jpg', '/images/features/pool/pool2.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Luxury Resort', 'location': {'lat': 39.473362, 'lng': -0.383784}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom9.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Opulent Palace', 'location': {'lat': 39.472234, 'lng': -0.368121}, 'images': ['/images/luxury_hotel/room/room4.jpg', '/images/luxury_hotel/bathroom/bathroom9.jpg', '/images/luxury_hotel/reception/reception3.jpg', '/images/features/pool/pool3.jpg', '/images/features/gym/gym2.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 285.69, 'rating': 4.99, 'distance': 0.75, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",6,0,2,9,0
afde493d-4d56-4f34-9266-9f461e76b6ab,multi-exploratory,multi,exploratory,116.071,14,"{'id': '47', 'versionBenchmark': {'name': 'Serene Estate', 'location': {'lat': 39.481148, 'lng': -0.380499}, 'images': ['/images/luxury_hotel/room/room1.jpg', '/images/luxury_hotel/bathroom/bathroom7.jpg', '/images/luxury_hotel/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Luxury Suites', 'location': {'lat': 39.470894, 'lng': -0.361247}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom1.jpg', '/images/luxury_hotel/reception/reception3.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionMultiAxisCarousel': {'name': 'Opulent Estate', 'location': {'lat': 39.480921, 'lng': -0.381402}, 'images': ['/images/luxury_hotel/room/room5.jpg', '/images/luxury_hotel/bathroom/bathroom6.jpg', '/images/luxury_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 93.38, 'rating': 4.68, 'distance': 1.3, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",2,5,0,19,12
afde493d-4d56-4f34-9266-9f461e76b6ab,multi-goal,multi,goal,168.065,3,"{'id': '230', 'versionBenchmark': {'name': 'Colorful Den', 'location': {'lat': 39.475096, 'lng': -0.369859}, 'images': ['/images/hostel_private_room/room/room9.jpg', '/images/hostel_private_room/bathroom/bathroom1.jpg', '/images/hostel_private_room/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Trendy Nook', 'location': {'lat': 39.463717, 'lng': -0.381074}, 'images': ['/images/hostel_private_room/room/room9.jpg', '/images/hostel_private_room/bathroom/bathroom4.jpg', '/images/hostel_private_room/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool3.jpg']}, 'versionMultiAxisCarousel': {'name': 'Hip Hostel', 'location': {'lat': 39.474623, 'lng': -0.369278}, 'images': ['/images/hostel_private_room/room/room9.jpg', '/images/hostel_private_room/bathroom/bathroom4.jpg', '/images/hostel_private_room/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool2.jpg']}, 'price': 54.53, 'rating': 3.63, 'distance': 0.8, 'type': 'Hostel (Private Room)', 'features': ['Shared kitchen', 'Hostel entertainment', 'Free Wi-Fi', 'Rooftop terrace', 'Bar', 'Lockers', 'Shared bathroom', 'Tea/coffee maker', 'Private room', 'Swimming pool']}",2,0,0,17,1
